content,sentiments
"背后的画，死神，一护
",0.9733349862106639
"展播去哪了
",0.4869103343988235
"这个长镜头牛逼
",0.7101603327652839
"那个日本广告的拍法
",0.5156757449259387
"都是自己人别唱歌行不
",0.28754944079956
"所以这一季真的大换血诶
",0.2931329308815471
" 战术自黑
",0.48845528584115905
"尴尬癌犯了
",0.48720131379284803
"卧槽
",0.5
"啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊雨墨啊啊啊啊啊啊啊我最喜欢雨墨了
",0.9999988121657518
"大二辽
",0.8630530555797126
"噢耶
",0.5
"再看亿遍
",0.6316739512502436
"张大炮
",0.31963669680190276
"高三了
",0.7499999999999999
"哈哈哈哈哈哈哈哈
",0.9751349273004098
"死内科
",0.2927997833629108
"高三了
",0.7499999999999999
"一菲一菲一菲一菲一菲一菲
",0.9999760465973224
"尬
",0.5
"玩尬的？
",0.5
"卧槽
",0.5
"丽萨
",0.8827186593507617
"王传君不想演了
",0.9766599369764605
"羽墨怎么办
",0.8911588559936323
"诺澜
",0.35072516527654074
"子乔美嘉！
",0.44488325150782415
"Lisa你刷茶 Lisa你喝牙！
",0.3663416331037812
"羽墨我女神
",0.9794033793842665
"哇，丽莎耶
",0.5
"这一对。。。。。。
",0.48275862068965514
"官方吐槽，最为致命
",0.5020028427555903
"大师兄
",0.7633737569297433
"欢迎主演
",0.7499999999999999
"日本演员，你还日语可以，可笑死我了
",0.7443821564995977
"没字幕的话就神奇了。
",0.6089720674226874
"金甲战士张益达牌张大炮
",0.6381328214372649
"这女的不是越女吗？段子倒闭前都还在被喷
",0.20860314199473728
"这女的不是越女吗？段子倒闭前都还在被喷
",0.20860314199473728
"这女的不是越女吗？段子倒闭前都还在被喷
",0.20860314199473728
"我凑
",0.26315789473684226
"雨墨啊
",0.81017779186841
"我觉得这个预告挺好的啊
",0.8670289235830233
"雨墨啊
",0.81017779186841
"卧槽。。。。。
",0.35072516527654074
"雨墨啊
",0.81017779186841
"毕业了
",0.7142857142857141
"雨墨居然回来了。。。。。。
",0.4155476499445533
"真的是同年的回忆
",0.9568267065704734
"我靠
",0.5262327818078083
"蹦迪公寓
",0.18984032595226263
"高二了
",0.7499999999999999
"？？？？？
",0.16666666666666674
"官方吐槽，最为致命
",0.5020028427555903
"大一了
",0.875
"她不在了，我要哭了
",0.557487376406152
"初中看的，现在都大四了
",0.6494886742556957
"爱乐之城5？
",0.596283090793338
"尬得我一哆嗦
",0.4737672181921908
"实习了
",0.7499999999999999
"子乔 变形了
",0.7323172974036163
"主要是人不齐了   没意思
",0.0602494922241944
"？？？？？？
",0.09090909090909094
"太久了
",0.4499999999999996
"初中到研究生
",0.867010871902587
"打预防针呢
",0.7861522365479836
"卧槽我爱你
",0.7280131706957762
"小菲菲~菲菲菲菲菲
",0.999995902991437
"小姨妈
",0.20162868552830882
"贤哥TT
",0.9418969186326694
"卧槽
",0.5
"小姨妈~
",0.20162868552830882
"理万机：？？？？？？
",0.34589120525543404
"张大炮
",0.31963669680190276
"ohhhhhhhhhhhhhhh
",0.5
"贤哥怎么能是客串呢
",0.515547869363769
"ohhhhhhhhhhhhhhh
",0.5
"有没有关谷神奇啊，
",0.7635140537930091
"子乔老师！！！全体起立！！！
",0.6195190611997488
"百老汇
",0.5
"若男
",0.5662650602409638
"秦羽墨
",0.9694199914932198
"小神龙俱乐部蓉蓉姐??
",0.5794289142637808
"大家好，老男人就是我，我就是曾老贤
",0.9134760264077748
"这怕不是印度电视剧哦
",0.8362067790930988
"为羽墨疯狂打电话！！！！！！！！！
",0.5046523360581281
"来了
",0.5262327818078083
"羽墨！！！
",0.8047596775779617
"炸弹秀！！！
",0.5960330870160124
"再见青春
",0.9925208020713011
"胖太多了
",0.22774219208589774
"变样了都
",0.2693200645371411
"大二了！
",0.875
"可惜了 王传君
",0.9854915940795109
"最可笑的是现在说不好抄袭的人，等上映的时候看的比任何人都津津有味。。有意思吗
",0.5713669748637324
"那悠悠呢
",0.5999999999999999
"初二了
",0.875
"所以说这一季陈赫戏份特别少？
",0.946916935912714
"确实就雨墨没变
",0.6460210679866206
"啊啊啊啊啊啊
",0.9563024306917736
"哈哈哈哈
",0.8684210526315791
"高二了
",0.7499999999999999
"若湳太好看了吧
",0.5113270861163088
"!!!!!!!!!!
",0.5
"大三了
",0.44471638461027485
"抄袭可耻
",0.20803048032311033
"口区
",0.5
"好瘦
",0.9570916656420351
"张伟的表情不就是我吗
",0.11401466794035564
"这季必扑街
",0.6418743022840123
"尬爆了
",0.1837233963534416
"斯内克
",0.9082846204657966
"看两集就可以弃了
",0.6267884063443266
"1111
",0.5
"厕所登场
",0.2270722632882759
"玩尬的
",0.5
"子乔。。这么肥 猪啊
",0.8977103275697265
"关谷应该不会来吧
",0.3708830251159174
"真尬
",0.5
"尬的一批
",0.3956840072480632
"这都能哭的是巨婴吗？
",0.7039831546376756
"大三了
",0.44471638461027485
"初一了，从小学二年级开始
",0.9896697943791476
"卧槽
",0.5
"我去
",0.5131611932815242
"看到这个就觉得是印度神剧
",0.8630530555797129
"小学到高中
",0.856364076562055
"妈耶！诺澜！
",0.32719906417647937
"哈哈哈哈哈
",0.8684210526315791
"张大炮
",0.31963669680190276
"我来个去 我嘞我嘞
",0.4347674964342162
"一段挺好听
",0.9290320239771895
"哈哈哈哈
",0.8684210526315791
"高一了
",0.6582579723940979
"高二了
",0.7499999999999999
"三年了
",0.4619783862581245
"有生之年
",0.8333333333333333
"有太多的抄袭和汉化
",0.29821860187591687
"哈哈哈哈哈
",0.8684210526315791
"三十了、、、
",0.34367858042898103
"上班4年了
",0.2687222283366185
"66666666
",0.5
"大三了
",0.44471638461027485
"我永远爱羽墨
",0.9893790483670906
"爱抄公墓
",0.4737672181921908
"益达
",0.3956840072480632
"我的终极终于来了啊啊啊啊
",0.9655256833396287
"握草！！！！
",0.7583773648136505
"好好看啊她
",0.6280659780296179
"高三了
",0.7499999999999999
"初一辽
",0.8182313426953005
"爱乐之城啊。。。。
",0.475432015137238
"舞步好些个都一样
",0.5703285569427378
"多桑
",0.6153846153846156
"尬的一批
",0.3956840072480632
"没关谷了
",0.5
"人家不演了
",0.44166871936096386
"申公公抱
",0.8716523570381225
"初二到大一
",0.8774924863583577
"呵呵～
",0.6990411165295687
"大二了
",0.875
"工作5年了
",0.5255568696642309
"自己黑自己
",0.5147058823529411
"四年级到大一
",0.8957225929065658
"hhh
",0.5
"沃日
",0.5
"高一了
",0.6582579723940979
"尴尬啊 但是还是想看
",0.3962567259994886
"出社会四年了
",0.8507152278753726
"小学到高三？
",0.9164052441151844
"高三了啊
",0.7499999999999999
"高一了
",0.6582579723940979
"来了来了
",0.8333333333333333
"展博，宛瑜呢？
",0.48602752599007815
"初一了
",0.8333333333333333
"？？？什么玩意儿
",0.05407192214355361
"感觉会恰烂钱 
",0.31945165588656477
"等你
",0.5262327818078083
"换人了大师兄
",0.7438808931404893
"娄艺潇演过话剧的
",0.8948862084140301
"没有展博和宛瑜了吗
",0.48602752599007815
"哈哈哈哈哈，我笑了
",0.9327261439790872
"高一
",0.6582579723940979
"工作了
",0.5691358024691356
"毕业了
",0.7142857142857141
"高二
",0.7499999999999999
"我擦，不是吧？？
",0.04790816858990443
"真的尴尬
",0.3263425082051403
"炉石传说？？？
",0.02452857723613533
"大一了
",0.875
"大一了
",0.875
"儿子出生了
",0.862158586004266
"结婚了
",0.6071428571428569
"高二了
",0.7499999999999999
"高中到研究生
",0.9113661427395658
"高一了
",0.6582579723940979
"大一了
",0.875
"大二了
",0.875
"减数分裂了
",0.1837233963534416
"初一到工作两年
",0.8284127244629073
"歌剧不错啊
",0.848177245702349
"用骨灰再捞一起钱、
",0.46679278409946967
"高一
",0.6582579723940979
"30出头了……
",0.3014724217663548
"高中到研究生了
",0.9113661427395658
"期待
",0.6889632107023416
"大一了
",0.875
"小学到高三了
",0.9164052441151844
"娃都会打酱油了
",0.949795882174452
"高一了
",0.6582579723940979
"我先退了
",0.17536924881142513
"大一了
",0.875
"大一了
",0.875
"弹幕礼仪呢
",0.9043638292357026
"张伟最帅呀
",0.24548603474679498
"小姨妈小姨妈小姨妈
",0.012887921004244407
"结婚了。。。
",0.5665225018282539
"巴尼斯定森，你今天又穿西装了
",0.7310099537864422
"啊啊啊啊啊啊啊啊
",0.9833632823559683
"羽墨！！！！
",0.8252188514999417
"尬啥尬，我觉的刚刚好，音乐剧没看过？
",0.635874025683248
"大师兄居然瘦成这个样子了。
",0.5491676672606364
"大炮哈哈哈
",0.855948838728563
"高一了
",0.6582579723940979
"啊啊啊10年了
",0.6171628857135878
"毕业了
",0.7142857142857141
"俺也是
",0.5262327818078083
"背后的苏宁小店瞩目啊
",0.9912673918992398
"初中到大二了
",0.7395430955726466
"啊啊啊
",0.7499999999999999
"黑崎一护把我给炸出来了
",0.4815282504425421
"初二到大二
",0.9778342686426148
"我确实觉得很尴尬。。。
",0.559555974867488
"小学到高三
",0.9164052441151844
"浓浓的炉石味
",0.26726120192227043
"大师兄瘦了呀
",0.9741986317184856
"这么多年过去了，张大炮还是张大炮
",0.17898140440411292
"尴尬你马呢，自己没品位就别bb
",0.7465970390316629
"说抄袭的你别来看啊
",0.6340127631161632
"最后亿次?
",0.6174071709122319
"不明白弹幕里面说尬的，真的双标，同样的歌舞外国人唱跳就不觉得尬，还吹的牛批
",0.6536181465459597
"这个6哈哈哈哈哈哈哈哈
",0.9575704155281387
"印度电影？
",0.962446295762897
"拍的挺好的 用心了
",0.9410518917799185
"？？？？？？？？？？？？？？？？？？？？？。？？？？？？？？？？？？？？？？？？？？？
",0.5
"要是再低分那就很尴尬了，虽然我很喜欢
",0.46906077560150006
"那个男人来了，哈哈哈哈哈
",0.9104256469722001
"大师兄
",0.7633737569297433
"张大炮转正了
",0.3749160997298516
"五年级到大一
",0.8887293382086893
"？？？？？
",0.16666666666666674
"卧槽
",0.5
"卖情怀？？
",0.39225813254679964
"只要有张伟或者陈赫我就会看
",0.18910229836856907
"看到雨墨哭了
",0.901762806428728
"大一
",0.5319597284008428
"我靠吻这么久
",0.8896537772404478
"拍的很用心了
",0.8720093192713065
"玩尬的？？？？？
",0.15258541937922643
"羽墨我老婆！！！！！
",0.8019318644770365
"哈哈哈哈哈
",0.8684210526315791
"大一
",0.5319597284008428
"大二了啊
",0.875
"尬那就别看了啊
",0.5618565332226944
"挺好的呀
",0.8284246220999102
"三年级到大一
",0.8305953900326427
"六哟
",0.56
"展博宛瑜最早的主创啊  最终季还是没有给个交代啊
",0.8799125988552224
"研一了
",0.8846153846153847
"期待
",0.6889632107023416
"er?kqny
",0.5
"尔康
",0.5
"啊啊啊啊啊啊
",0.9563024306917736
"童年的笑声和回忆，，不会忘却!
",0.9934629434525534
